Substrate,Order,Taxa,Date,Survey,Site,Replica,N,Nkg
CG,Amphipoda,Dumosus sp,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Dicerceis kensleyi,06/05/2013,A,Bonanza,b,1,0.3
CG,Isopoda,Dynameninae A,06/05/2013,A,Bonanza,b,3,1
CG,Amphipoda,Elasmopus levis,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Elasmopus rapax ,06/05/2013,A,Bonanza,b,7,2.3
CG,Amphipoda,Eobrolgus sp,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Eurydice convexa,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Excorallana antillensis,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Gnathia virginalis,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Gammaropsis atlantica,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Geocerceis barbarae,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Gibberosus myersi,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Globosolembos smithi ,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Gnathia sp,06/05/2013,A,Bonanza,b,2,0.7
CG,Isopoda,Gnathia magdalensis,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Gnathia puertoricensis,06/05/2013,A,Bonanza,b,3,1
CG,Isopoda,Gnathia vellosa,06/05/2013,A,Bonanza,b,3,1
CG,Isopoda,Gnathostenetroides pugio,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Stenetrium serratum,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Hansenium stebbingi,06/05/2013,A,Bonanza,b,6,2
CG,Tanaidacea,Hargeria rapax,06/05/2013,A,Bonanza,b,5,1.6
CG,Amphipoda,Hemiproto wigleyi,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Hemus cristulipes,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Hippomedon sp,06/05/2013,A,Bonanza,b,1,0.3
CG,Isopoda,Joeropsis  bifasciatum,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Joeropsis personatus,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Mesokalliapseudes bahamensis,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Chondrochelia dubia ,06/05/2013,A,Bonanza,b,3,1
CG,Tanaidacea,Alloleptochelia longimana,06/05/2013,A,Bonanza,b,0,0
CG,Cumacea,Leucon sp,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Leucothoe laurensi,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Leucothoe spinicarpa,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Idunella sp,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Liljeborgia sp,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Limnoria platycauda,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Lysianopsis alba,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Machatrium spathulicarpus,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Maerella sp,06/05/2013,A,Bonanza,b,2,0.7
CG,Isopoda,Mesanthura hopkinsi,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Mesanthura paucidens,06/05/2013,A,Bonanza,b,1,0.3
CG,Isopoda,Mesanthura pulchra,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Mesanthura sp,06/05/2013,A,Bonanza,b,1,0.3
CG,Isopoda,Metacirolana agaricicola,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Metacirolana halia,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Metalpheus rostratipes,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Metapenaeopsis martinella,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Metarphinia floridana,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Mithraculus coryphe,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Mithraculus forceps,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Mithrax sp,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Neocirolana obtruncata,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Netamelita barnardi  ,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Nototanais sp,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Paguristes hernancortezi,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Pagurotanais bouryi,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Palaemonidae,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Paracerceis caudata,06/05/2013,A,Bonanza,b,1,0.3
CG,Amphipoda,Pariphinotus seclusus ,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Parapseudes sp A ,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Paratanais sp A,06/05/2013,A,Bonanza,b,6,2
CG,Decapoda,Penaeidae,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Pendanthura hendleri,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Pendanthura sp,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Periclimenaeus ascidarum,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Periclimenes sp,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Perioculodes cerasinus,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Pitho lherminieri,06/05/2013,A,Bonanza,b,2,0.7
CG,Decapoda,Processa riveroi,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Processa profunda,06/05/2013,A,Bonanza,b,1,0.3
CG,Tanaidacea,Psammokalliapseudes granulosus,06/05/2013,A,Bonanza,b,1,0.3
CG,Amphipoda,Pseudoampithoides incurvaria  ,06/05/2013,A,Bonanza,b,1,0.3
CG,Tanaidacea,Pseudoapseudomorpha sp A,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Pseudoleptochelia sp A ,06/05/2013,A,Bonanza,b,12,4
CG,Decapoda,Rostronia sp,06/05/2013,A,Bonanza,b,1,0.3
CG,Cumacea,Schizotrema agglutinanta,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Sinelobus stanfordi,06/05/2013,A,Bonanza,b,9,3
CG,Isopoda,Stenetrium bowmani,06/05/2013,A,Bonanza,b,0,0
CG,Isopoda,Lyocoryphe minocule,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Synalpheus anasimus,06/05/2013,A,Bonanza,b,0,0
CG,Amphipoda,Synopia ultramarina,06/05/2013,A,Bonanza,b,1,0.3
CG,Decapoda,Upogebiidae sp,06/05/2013,A,Bonanza,b,1,0.3
CG,Cumacea,Vaunthompsonia floridana,06/05/2013,A,Bonanza,b,0,0
CG,Cumacea,Vaunthompsonia minor,06/05/2013,A,Bonanza,b,0,0
CG,Decapoda,Williamstimpsonia denticulatus,06/05/2013,A,Bonanza,b,0,0
CG,Tanaidacea,Zeuxo kurilensis,06/05/2013,A,Bonanza,b,3,1
CG,Isopoda,Accalathura crenulata,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus amblyonyx,06/08/2013,B,Bonanza,a,1,0.3
CG,Decapoda,Alpheus armatus,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus barbadensis,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus malleator,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus bouvieri,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus cylindricus,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus paracrinitus,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Alpheus sp ,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Amakusanthura magnifica,06/08/2013,B,Bonanza,a,1,0.3
CG,Isopoda,Amakusanthura signata,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Ampelisca bicarinata,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Ampelisca sp,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Ampithoe sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Anthuridea,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Apanthura cracenta,06/08/2013,B,Bonanza,a,3,1
CG,Tanaidacea,Apseudes orghidani,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Paradoxapseudes bermudeus,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Apseudes sp A ,06/08/2013,B,Bonanza,a,7,2.3
CG,Tanaidacea,Apseudomorpha sp A,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Automate dolichognatha,06/08/2013,B,Bonanza,a,1,0.3
CG,Decapoda,Axiidae,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Bemlos sp,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Bodotriidae A,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Campylaspis heardi,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Carpias algicola,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Carpias triton,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Ceradocus sheardi ,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Chevalia aviculae,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Cirolana parva ,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Colanthura sp,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Colomastix janiceae,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Concarnes concavus,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Cortezura  confixa,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Cuapetes americanus,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cubanocuma gutzi,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella gomoiui,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella clavicauda,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella garrityi,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella goesi,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella muriarui,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella ruetzleri,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella sp G,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Cumella vicina,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Cymodoce ruetzleri,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Dumosus sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Dicerceis kensleyi,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Dynameninae A,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Elasmopus levis,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Elasmopus rapax ,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Eobrolgus sp,06/08/2013,B,Bonanza,a,2,0.7
CG,Isopoda,Eurydice convexa,06/08/2013,B,Bonanza,a,1,0.3
CG,Isopoda,Excorallana antillensis,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Gnathia virginalis,06/08/2013,B,Bonanza,a,1,0.3
CG,Amphipoda,Gammaropsis atlantica,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Geocerceis barbarae,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Gibberosus myersi,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Globosolembos smithi ,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Gnathia sp,06/08/2013,B,Bonanza,a,10,3.3
CG,Isopoda,Gnathia magdalensis,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Gnathia puertoricensis,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Gnathia vellosa,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Gnathostenetroides pugio,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Stenetrium serratum,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Hansenium stebbingi,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Hargeria rapax,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Hemiproto wigleyi,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Hemus cristulipes,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Hippomedon sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Joeropsis  bifasciatum,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Joeropsis personatus,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Mesokalliapseudes bahamensis,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Chondrochelia dubia ,06/08/2013,B,Bonanza,a,9,3
CG,Tanaidacea,Alloleptochelia longimana,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Leucon sp,06/08/2013,B,Bonanza,a,1,0.3
CG,Amphipoda,Leucothoe laurensi,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Leucothoe spinicarpa,06/08/2013,B,Bonanza,a,1,0.3
CG,Amphipoda,Idunella sp,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Liljeborgia sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Limnoria platycauda,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Lysianopsis alba,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Machatrium spathulicarpus,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Maerella sp,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Melita sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Mesanthura hopkinsi,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Mesanthura paucidens,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Mesanthura pulchra,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Mesanthura sp,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Metacirolana agaricicola,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Metacirolana halia,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Metalpheus rostratipes,06/08/2013,B,Bonanza,a,2,0.6
CG,Decapoda,Metapenaeopsis martinella,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Metarphinia floridana,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Mithraculus coryphe,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Mithraculus forceps,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Mithrax sp,06/08/2013,B,Bonanza,a,1,0.3
CG,Isopoda,Neocirolana obtruncata,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Netamelita barnardi  ,06/08/2013,B,Bonanza,a,1,0.3
CG,Tanaidacea,Nototanais sp,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Paguristes hernancortezi,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Pagurotanais bouryi,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Palaemonidae,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Paracerceis caudata,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Pariphinotus seclusus ,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Parapseudes sp A ,06/08/2013,B,Bonanza,a,2,0.7
CG,Tanaidacea,Paratanais sp A,06/08/2013,B,Bonanza,a,1,0.3
CG,Decapoda,Penaeidae,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Pendanthura hendleri,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Pendanthura sp,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Periclimenaeus ascidarum,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Periclimenes sp,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Perioculodes cerasinus,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Pitho lherminieri,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Processa riveroi,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Processa profunda,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Psammokalliapseudes granulosus,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Pseudoampithoides incurvaria  ,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Pseudoapseudomorpha sp A,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Pseudoleptochelia sp A ,06/08/2013,B,Bonanza,a,30,10
CG,Decapoda,Rostronia sp,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Schizotrema agglutinanta,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Sinelobus stanfordi,06/08/2013,B,Bonanza,a,1,0.3
CG,Isopoda,Stenetrium bowmani,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Lyocoryphe minocule,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Synalpheus anasimus,06/08/2013,B,Bonanza,a,0,0
CG,Amphipoda,Synopia ultramarina,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Upogebiidae sp,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Vaunthompsonia floridana,06/08/2013,B,Bonanza,a,0,0
CG,Cumacea,Vaunthompsonia minor,06/08/2013,B,Bonanza,a,0,0
CG,Decapoda,Williamstimpsonia denticulatus,06/08/2013,B,Bonanza,a,0,0
CG,Tanaidacea,Zeuxo kurilensis,06/08/2013,B,Bonanza,a,0,0
CG,Isopoda,Accalathura crenulata,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus amblyonyx,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus armatus,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus barbadensis,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus malleator,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus bouvieri,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus cylindricus,06/08/2013,B,Bonanza,b,1,0.3
CG,Decapoda,Alpheus paracrinitus,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Alpheus sp ,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Amakusanthura magnifica,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Amakusanthura signata,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Ampelisca bicarinata,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Ampelisca sp,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Ampithoe sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Anthuridea,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Apanthura cracenta,06/08/2013,B,Bonanza,b,2,0.7
CG,Tanaidacea,Apseudes orghidani,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Paradoxapseudes bermudeus,06/08/2013,B,Bonanza,b,1,0.3
CG,Tanaidacea,Apseudes sp A ,06/08/2013,B,Bonanza,b,15,5
CG,Tanaidacea,Apseudomorpha sp A,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Automate dolichognatha,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Axiidae,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Bemlos sp,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Bodotriidae A,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Campylaspis heardi,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Carpias algicola,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Carpias triton,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Ceradocus sheardi ,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Chevalia aviculae,06/08/2013,B,Bonanza,b,27,9
CG,Isopoda,Cirolana parva ,06/08/2013,B,Bonanza,b,4,1.3
CG,Isopoda,Colanthura sp,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Colomastix janiceae,06/08/2013,B,Bonanza,b,4,1.3
CG,Amphipoda,Concarnes concavus,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Cortezura  confixa,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Cuapetes americanus,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cubanocuma gutzi,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella gomoiui,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella clavicauda,06/08/2013,B,Bonanza,b,1,0.3
CG,Cumacea,Cumella garrityi,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella goesi,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella muriarui,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella ruetzleri,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Cumella sp G,06/08/2013,B,Bonanza,b,1,0.3
CG,Cumacea,Cumella vicina,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Cymodoce ruetzleri,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Dumosus sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Dicerceis kensleyi,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Dynameninae A,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Elasmopus levis,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Elasmopus rapax ,06/08/2013,B,Bonanza,b,6,2
CG,Amphipoda,Eobrolgus sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Eurydice convexa,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Excorallana antillensis,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Gnathia virginalis,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Gammaropsis atlantica,06/08/2013,B,Bonanza,b,8,2.7
CG,Isopoda,Geocerceis barbarae,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Gibberosus myersi,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Globosolembos smithi ,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Gnathia sp,06/08/2013,B,Bonanza,b,3,1
CG,Isopoda,Gnathia magdalensis,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Gnathia puertoricensis,06/08/2013,B,Bonanza,b,3,1
CG,Isopoda,Gnathia vellosa,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Gnathostenetroides pugio,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Stenetrium serratum,06/08/2013,B,Bonanza,b,2,0.7
CG,Isopoda,Hansenium stebbingi,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Hargeria rapax,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Hemiproto wigleyi,06/08/2013,B,Bonanza,b,2,0.7
CG,Decapoda,Hemus cristulipes,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Hippomedon sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Joeropsis  bifasciatum,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Joeropsis personatus,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Mesokalliapseudes bahamensis,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Chondrochelia dubia ,06/08/2013,B,Bonanza,b,6,2
CG,Tanaidacea,Alloleptochelia longimana,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Leucon sp,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Leucothoe laurensi,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Leucothoe spinicarpa,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Idunella sp,06/08/2013,B,Bonanza,b,1,0.3
CG,Amphipoda,Liljeborgia sp,06/08/2013,B,Bonanza,b,4,1.3
CG,Isopoda,Limnoria platycauda,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Lysianopsis alba,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Machatrium spathulicarpus,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Maerella sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Mesanthura hopkinsi,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Mesanthura paucidens,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Mesanthura pulchra,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Mesanthura sp,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Metacirolana agaricicola,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Metacirolana halia,06/08/2013,B,Bonanza,b,2,0.7
CG,Decapoda,Metalpheus rostratipes,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Metapenaeopsis martinella,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Metarphinia floridana,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Mithraculus coryphe,06/08/2013,B,Bonanza,b,1,0.3
CG,Decapoda,Mithraculus forceps,06/08/2013,B,Bonanza,b,5,1.6
CG,Decapoda,Mithrax sp,06/08/2013,B,Bonanza,b,1,0.3
CG,Isopoda,Neocirolana obtruncata,06/08/2013,B,Bonanza,b,3,1
CG,Amphipoda,Netamelita barnardi  ,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Nototanais sp,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Paguristes hernancortezi,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Pagurotanais bouryi,06/08/2013,B,Bonanza,b,1,0.3
CG,Decapoda,Palaemonidae,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Paracerceis caudata,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Pariphinotus seclusus ,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Parapseudes sp A ,06/08/2013,B,Bonanza,b,3,1
CG,Tanaidacea,Paratanais sp A,06/08/2013,B,Bonanza,b,1,0.3
CG,Decapoda,Penaeidae,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Pendanthura hendleri,06/08/2013,B,Bonanza,b,0,0
CG,Isopoda,Pendanthura sp,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Periclimenaeus ascidarum,06/08/2013,B,Bonanza,b,3,1
CG,Decapoda,Periclimenes sp,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Perioculodes cerasinus,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Pitho lherminieri,06/08/2013,B,Bonanza,b,1,0.3
CG,Decapoda,Processa riveroi,06/08/2013,B,Bonanza,b,0,0
CG,Decapoda,Processa profunda,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Psammokalliapseudes granulosus,06/08/2013,B,Bonanza,b,0,0
CG,Amphipoda,Pseudoampithoides incurvaria  ,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Pseudoapseudomorpha sp A,06/08/2013,B,Bonanza,b,2,0.7
CG,Tanaidacea,Pseudoleptochelia sp A ,06/08/2013,B,Bonanza,b,28,9.3
CG,Decapoda,Rostronia sp,06/08/2013,B,Bonanza,b,0,0
CG,Cumacea,Schizotrema agglutinanta,06/08/2013,B,Bonanza,b,0,0
CG,Tanaidacea,Sinelobus stanfordi,06/08/2013,B,Bonanza,b,12,4
